0.0,0.20849
0.01,0.20849
0.01767,0.20849
0.02533,0.20849
0.033,0.20849
0.04067,0.20849
0.04867,0.20849
0.05633,0.20849
0.06433,0.20849
0.07233,0.20849
0.08,0.20849
0.08767,0.20849
0.09733,0.20849
0.10733,0.20849
0.11733,0.20849
0.12633,0.20849
0.13667,0.20849
0.14767,0.20849
0.15867,0.20849
0.16933,0.20592
0.18033,0.20463
0.19167,0.20463
0.20233,0.20463
0.211,0.20206
0.21967,0.1982
0.22933,0.18919
0.23833,0.18147
0.247,0.17117
0.25867,0.16088
0.27033,0.14286
0.282,0.12484
0.29133,0.11197
0.301,0.09266
0.311,0.07207
0.32033,0.05792
0.33,0.0399
0.33867,0.02188
0.34833,0.00515
0.357,-0.01931
0.36633,-0.03475
0.37567,-0.05534
0.38633,-0.07593
0.39533,-0.0888
0.40467,-0.10039
0.41433,-0.12098
0.42433,-0.13514
0.43333,-0.14801
0.44333,-0.1583
0.45233,-0.16988
0.46233,-0.17632
0.47267,-0.18275
0.48133,-0.1879
0.49133,-0.19176
0.50067,-0.19305
0.511,-0.19305
0.52067,-0.19305
0.52933,-0.19305
0.539,-0.19048
0.54733,-0.18404
0.557,-0.17632
0.56633,-0.16602
0.57433,-0.1583
0.582,-0.15058
0.59,-0.139
0.59767,-0.12741
0.606,-0.11583
0.61433,-0.10425
0.62267,-0.0888
0.63067,-0.07336
0.63833,-0.06178
0.64633,-0.04633
0.654,-0.03089
0.662,-0.01158
0.66967,0.00386
0.67733,0.01931
0.68533,0.03475
0.69333,0.04633
0.702,0.06178
0.70967,0.07722
0.71733,0.09266
0.72533,0.10425
0.73333,0.11969
0.74167,0.13127
0.75033,0.139
0.759,0.15315
0.76767,0.16088
0.77633,0.1686
0.78467,0.17503
0.79333,0.18018
0.80233,0.1879
0.81067,0.18919
0.81933,0.19176
0.827,0.19305
0.83533,0.19305
0.84367,0.19305
0.852,0.19048
0.86033,0.18404
0.869,0.17761
0.877,0.16988
0.88533,0.16602
0.89333,0.15444
0.90233,0.14672
0.91067,0.13514
0.919,0.12355
0.927,0.11068
0.93533,0.09653
0.94367,0.08366
0.95167,0.06821
0.96033,0.05277
0.969,0.03861
0.97733,0.02574
0.98633,0.00515
0.99467,-0.0103
1.00333,-0.02574
1.012,-0.04118
1.02033,-0.06178
1.029,-0.07336
1.03733,-0.0888
1.04567,-0.10039
1.05367,-0.11197
1.06167,-0.12355
1.06967,-0.13127
1.078,-0.14286
1.086,-0.15058
1.094,-0.1583
1.102,-0.16602
1.11,-0.17375
1.11833,-0.17375
1.12633,-0.17761
1.13467,-0.18147
1.14267,-0.18147
1.15033,-0.18147
1.158,-0.18147
1.16567,-0.18147
1.17367,-0.17761
1.182,-0.17375
1.19,-0.16602
1.198,-0.16216
1.206,-0.15444
1.214,-0.14672
1.22233,-0.13514
1.231,-0.12227
1.23933,-0.10811
1.24833,-0.09653
1.25633,-0.08494
1.26467,-0.07336
1.27267,-0.06049
1.28133,-0.04505
1.28933,-0.0296
1.29733,-0.01416
1.305,0.00129
1.313,0.01673
1.321,0.03089
1.32867,0.04376
1.33667,0.05792
1.34467,0.07079
1.35267,0.08494
1.36067,0.09653
1.369,0.10811
1.377,0.11969
1.38533,0.13127
1.393,0.14157
1.40067,0.14929
1.40867,0.15701
1.41667,0.16345
1.425,0.16731
1.433,0.17117
1.44133,0.17503
1.44933,0.17761
1.457,0.17889
1.465,0.18147
1.47267,0.18147
1.48,0.18018
1.488,0.17632
1.496,0.17117
1.50367,0.16474
1.51167,0.15959
1.51967,0.15187
1.52767,0.14414
1.53567,0.13514
1.54367,0.12484
1.552,0.11583
1.56033,0.10425
1.56867,0.09266
1.57733,0.07979
1.58567,0.06178
1.59367,0.04762
1.602,0.03218
1.61,0.01673
1.61767,0.00129
1.62567,-0.01158
1.634,-0.02574
1.642,-0.03861
1.65,-0.05277
1.658,-0.06564
1.666,-0.07722
1.674,-0.09138
1.68233,-0.10425
1.69033,-0.11326
1.69933,-0.12355
1.70733,-0.13256
1.71567,-0.14028
1.72333,-0.14801
1.73167,-0.15573
1.74,-0.16088
1.74833,-0.16474
1.75633,-0.16602
1.765,-0.16988
1.773,-0.16988
1.78067,-0.16988
1.789,-0.16988
1.797,-0.16988
1.80533,-0.16602
1.81333,-0.1583
1.82133,-0.15444
1.82933,-0.14672
1.83733,-0.14286
1.84533,-0.13127
1.85433,-0.12355
1.86267,-0.11583
1.87067,-0.10425
1.87867,-0.09266
1.88667,-0.08108
1.89467,-0.06564
1.90233,-0.05405
1.91067,-0.03861
1.91933,-0.02188
1.92767,-0.00772
1.936,0.00515
1.944,0.02059
1.95233,0.03475
1.96067,0.04762
1.96867,0.06178
1.97733,0.07336
1.98567,0.08494
1.99367,0.10039
2.00167,0.11197
2.01033,0.12098
2.01833,0.13127
2.02633,0.14028
2.03433,0.14543
2.04233,0.15187
2.05067,0.15701
2.05933,0.16088
2.068,0.16474
2.07633,0.16602
2.08433,0.1686
2.092,0.16988
2.1,0.16988
2.10767,0.16731
2.11567,0.16345
2.12433,0.15959
2.133,0.15058
2.14133,0.14672
2.15,0.139
2.158,0.13127
2.166,0.12355
2.174,0.11583
2.182,0.10425
2.19,0.09266
2.19833,0.07722
2.207,0.06564
2.21533,0.05277
2.22367,0.03732
2.23167,0.02317
2.23933,0.0103
2.24767,-0.00386
2.256,-0.01673
2.26367,-0.03089
2.27167,-0.04247
2.27933,-0.05534
2.28733,-0.0695
2.295,-0.08108
2.303,-0.09138
2.311,-0.10039
2.319,-0.10811
2.327,-0.11969
2.33533,-0.12999
2.34367,-0.13642
2.35233,-0.14157
2.36033,-0.14801
2.36867,-0.15187
2.37667,-0.15573
2.385,-0.1583
2.39333,-0.1583
2.40167,-0.1583
2.41,-0.1583
2.41833,-0.1583
2.42633,-0.1583
2.43433,-0.15573
2.44233,-0.14672
2.45033,-0.14028
2.45833,-0.13385
2.46633,-0.12613
2.47433,-0.1184
2.48233,-0.10811
2.49033,-0.0991
2.49833,-0.0888
2.50633,-0.07722
2.51433,-0.06564
2.52233,-0.05405
2.53033,-0.0399
2.53833,-0.02703
2.54633,-0.01287
2.55433,0.0
2.56333,0.01416
2.57133,0.02703
2.57933,0.03861
2.58733,0.05019
2.595,0.06435
2.603,0.07722
2.61133,0.08623
2.62,0.09653
2.62833,0.11197
2.63733,0.11969
2.646,0.12741
2.65433,0.13514
2.66233,0.139
2.671,0.14801
2.67933,0.15187
2.68767,0.15573
2.69567,0.1583
2.703,0.1583
2.71067,0.1583
2.71867,0.1583
2.727,0.15701
2.73533,0.15315
2.74333,0.14929
2.75133,0.14543
2.76,0.14028
2.768,0.13256
2.776,0.12484
2.784,0.11712
2.79167,0.1094
2.79967,0.10039
2.80767,0.0888
2.81567,0.07722
2.82333,0.06564
2.83167,0.05277
2.84033,0.03861
2.84933,0.02703
2.85767,0.01158
2.86633,0.0
2.87467,-0.01416
2.88333,-0.02703
2.89233,-0.03861
2.90033,-0.05405
2.90833,-0.06564
2.91667,-0.07722
2.92467,-0.0888
2.933,-0.09653
2.941,-0.10811
2.949,-0.11583
2.957,-0.12355
2.965,-0.12741
2.973,-0.13514
2.98133,-0.139
2.98933,-0.14286
2.99767,-0.14672
