0.00892,0.58355,0.00276,0.00332
0.01791,0.58462,0.00238,0.00271
0.02607,0.58548,0.00185,0.00321
0.03401,0.5868,0.00272,0.00307
0.04357,0.58813,0.00218,0.00326
0.05093,0.58909,0.00152,0.00329
0.06028,0.59068,0.00281,0.00315
0.06886,0.59206,0.00233,0.00294
0.07607,0.59282,0.00086,0.00239
0.08711,0.59377,0.00299,0.00263
0.09501,0.59636,0.00168,0.00241
0.10196,0.59792,0.00181,0.00274
0.11217,0.59863,0.00206,0.00268
0.11933,0.60023,0.00143,0.00271
0.12725,0.60173,0.00142,0.00214
0.13518,0.60235,0.00112,0.00267
0.14497,0.60417,0.00208,0.00211
0.15259,0.6053,0.00165,0.00239
0.16097,0.60745,0.00115,0.00193
0.17111,0.60885,0.00213,0.00267
0.17878,0.61161,0.00036,0.00208
0.18652,0.6118,0.00228,0.00254
0.19723,0.61375,0.00159,0.00228
0.20692,0.61517,0.00167,0.00291
0.21252,0.616,0.0,0.00133
0.2201,0.6183,0.00251,0.00206
0.22882,0.62013,0.00218,0.00352
0.23784,0.6215,0.0,0.00339
0.24789,0.62304,0.0013,0.00311
0.25601,0.62501,0.0026,0.00239
0.26414,0.62567,0.0,0.00316
0.26951,0.62795,1e-05,0.00255
0.28044,0.62967,0.00059,0.00333
0.29008,0.63212,0.00228,0.00271
0.29762,0.63341,0.00194,0.00338
0.30796,0.63517,0.0,0.00362
0.3154,0.63867,0.00264,0.00339
0.32488,0.63962,0.0,0.00387
0.33148,0.64299,0.00224,0.00338
0.34203,0.64294,0.0,0.00481
0.35656,0.64755,0.0029,0.00362
